Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Price_Category,Cluster,Clusters
0.11679644048943272,3,1,1,1,118,8100000000.0,270000.0,High,0,0
0.1557285873192436,3,1,1,1,89,9200000000.0,306666.67,High,0,0
0.11123470522803114,3,1,1,1,89,5200000000.0,173333.33,High,0,0
0.06006674082313682,2,1,1,1,156,3400000000.0,113333.33,Medium,0,0
0.0578420467185762,2,1,1,1,156,3550000000.0,118333.33,Medium,0,0
0.26140155728587317,3,1,1,1,50,20000000000.0,666666.67,High,0,0
0.03337041156840934,1,1,1,1,163,1950000000.0,65000.0,Medium,0,0
0.12791991101223582,3,1,1,1,118,15500000000.0,516666.67,High,0,0
0.038932146829810894,1,0,1,1,163,2000000000.0,66666.67,Medium,0,0
0.03337041156840934,1,1,1,0,163,2280000000.0,76000.0,Medium,0,0
0.04449388209121246,2,1,1,1,163,1950000000.0,65000.0,Medium,0,0
0.06896551724137931,2,1,1,1,52,3900000000.0,130000.0,Medium,0,0
0.07563959955506117,2,1,1,1,118,7800000000.0,260000.0,High,0,0
0.035595105672969966,1,1,1,1,163,2280000000.0,76000.0,Medium,0,0
0.038932146829810894,1,1,1,1,122,2900000000.0,96666.67,Medium,0,0
0.0667408231368187,2,1,1,1,112,5000000000.0,166666.67,High,0,0
0.03225806451612904,2,1,1,1,163,1900000000.0,63333.33,Medium,0,0
0.03337041156840934,2,1,1,1,163,2200000000.0,73333.33,Medium,0,0
0.04449388209121246,2,1,1,1,163,2500000000.0,83333.33,Medium,0,0
0.03337041156840934,1,1,1,1,163,2200000000.0,73333.33,Medium,0,0
0.15016685205784205,3,1,1,1,118,10500000000.0,350000.0,High,0,0
0.11679644048943272,2,1,1,1,189,17500000000.0,583333.33,High,0,0
0.038932146829810894,1,1,1,1,163,2000000000.0,66666.67,Medium,0,0
0.03337041156840934,1,1,1,1,163,2250000000.0,75000.0,Medium,0,0
0.062291434927697446,2,1,1,1,163,3600000000.0,120000.0,Medium,0,0
0.0878754171301446,2,1,1,1,68,6000000000.0,200000.0,High,0,0
0.07563959955506117,2,1,1,0,100,2842000000.0,94733.33,Medium,0,0
0.055617352614015576,2,1,1,1,26,3120000000.0,104000.0,Medium,0,0
0.1256952169076752,3,1,1,1,57,8860000000.0,295333.33,High,0,0
0.07230255839822025,2,1,1,1,135,4550000000.0,151666.67,Medium,0,0
0.062291434927697446,2,1,1,1,122,3700000000.0,123333.33,Medium,0,0
0.1446051167964405,3,1,1,1,57,10000000000.0,333333.33,High,0,0
0.18909899888765294,3,1,1,1,118,16580000000.0,552666.67,High,0,0
0.048943270300333706,1,1,1,1,122,3250000000.0,108333.33,Medium,0,0
0.3559510567296996,3,1,1,1,189,52500000000.0,1750000.0,High,1,1
0.06340378197997776,2,1,1,1,108,3550000000.0,118333.33,Medium,0,0
0.0578420467185762,2,1,1,1,183,3450000000.0,115000.0,Medium,0,0
0.027808676307007785,1,1,1,1,146,2490000000.0,83000.0,Medium,0,0
0.13125695216907676,3,1,1,1,43,8400000000.0,280000.0,High,0,0
0.027808676307007785,1,1,0,1,146,2020000000.0,67333.33,Medium,0,0
0.0778642936596218,2,1,1,0,163,3800000000.0,126666.67,Medium,0,0
0.11123470522803114,3,1,1,1,26,5300000000.0,176666.67,High,0,0
0.339265850945495,4,1,1,1,135,33500000000.0,1116666.67,High,1,1
0.3225806451612903,4,1,1,1,135,40000000000.0,1333333.33,High,1,1
0.18020022246941045,3,1,1,1,135,19500000000.0,650000.0,High,0,0
0.0778642936596218,2,1,1,1,57,8000000000.0,266666.67,High,0,0
0.13125695216907676,3,1,1,1,135,14800000000.0,493333.33,High,0,0
0.12791991101223582,2,1,1,1,150,14700000000.0,490000.0,High,0,0
0.18020022246941045,4,1,1,1,135,22000000000.0,733333.33,High,1,1
0.22803114571746383,3,1,1,1,106,16450000000.0,548333.33,High,0,0
0.21690767519466073,3,1,1,1,68,15750000000.0,525000.0,High,0,0
0.2124582869855395,4,1,1,1,135,25000000000.0,833333.33,High,1,1
0.3136818687430478,4,1,1,1,50,45000000000.0,1500000.0,High,1,1
0.17575083426028923,3,1,1,1,112,17672000000.0,589066.67,High,0,0
0.1557285873192436,2,1,1,1,50,12400000000.0,413333.33,High,0,0
0.18687430478309233,3,1,1,1,50,27720000000.0,924000.0,High,1,1
0.055617352614015576,2,1,1,1,106,3100000000.0,103333.33,Medium,0,0
0.1557285873192436,3,1,1,1,105,18700000000.0,623333.33,High,0,0
0.0889877641824249,2,1,1,1,166,6600000000.0,220000.0,High,0,0
0.689655172413793,2,1,1,0,2,5200000000.0,173333.33,High,0,0
0.18909899888765294,3,1,1,1,135,12000000000.0,400000.0,High,0,0
0.07897664071190211,3,1,1,1,43,6500000000.0,216666.67,High,0,0
0.08231368186874305,2,1,1,1,52,3850000000.0,128333.33,Medium,0,0
0.04449388209121246,2,1,1,1,108,3200000000.0,106666.67,Medium,0,0
0.05116796440489433,2,1,1,0,146,2570000000.0,85666.67,Medium,0,0
0.0889877641824249,2,1,1,1,52,4300000000.0,143333.33,Medium,0,0
0.1446051167964405,2,1,1,1,118,16200000000.0,540000.0,High,0,0
0.1657397107897664,3,1,1,1,39,13800000000.0,460000.0,High,0,0
0.25139043381535037,3,1,1,1,39,18500000000.0,616666.67,High,0,0
0.0667408231368187,2,1,1,1,52,3850000000.0,128333.33,Medium,0,0
0.052280311457174634,2,1,1,1,146,2570000000.0,85666.67,Medium,0,0
0.07341490545050056,2,1,1,1,118,5600000000.0,186666.67,High,0,0
0.05005561735261401,1,1,1,1,26,3250000000.0,108333.33,Medium,0,0
0.05450500556173526,2,1,1,1,0,3000000000.0,100000.0,Medium,0,0
0.04115684093437152,1,1,1,1,135,3400000000.0,113333.33,Medium,0,0
0.10567296996662959,2,1,1,1,146,6400000000.0,213333.33,High,0,0
0.05005561735261401,2,1,1,0,146,1890000000.0,63000.0,Low,0,0
